rank,layer,neuron,direction,mean_g,abs_mean_g,mean_abs_g,std_g,positive_fraction,sign_consistency
206,30,2653,suppresses_refusal,-0.032470703125,0.032470703125,0.032470703125,0.019287109375,0.0,1.0
207,30,10431,suppresses_refusal,-0.03240966796875,0.03240966796875,0.03240966796875,0.00421142578125,0.0,1.0
208,30,13087,supports_refusal,0.0322265625,0.0322265625,0.0322265625,0.000244140625,1.0,1.0
209,28,7491,suppresses_refusal,-0.03216552734375,0.03216552734375,0.03216552734375,0.00982666015625,0.0,1.0
210,29,3852,supports_refusal,0.03192138671875,0.03192138671875,0.03192138671875,0.01275634765625,1.0,1.0
211,9,12312,supports_refusal,0.0318450927734375,0.0318450927734375,0.0370025634765625,0.0370025634765625,0.5,0.5
212,29,1295,supports_refusal,0.03173828125,0.03173828125,0.03173828125,0.006103515625,1.0,1.0
213,31,13115,supports_refusal,0.03173828125,0.03173828125,0.03173828125,0.015625,1.0,1.0
214,31,12933,suppresses_refusal,-0.0316162109375,0.0316162109375,0.0316162109375,0.0018310546875,0.0,1.0
215,31,9936,suppresses_refusal,-0.0313720703125,0.0313720703125,0.0550537109375,0.0550537109375,0.5,0.5
216,24,7245,suppresses_refusal,-0.03131103515625,0.03131103515625,0.03131103515625,0.00433349609375,0.0,1.0
217,31,8711,supports_refusal,0.031219482421875,0.031219482421875,0.031219482421875,0.018341064453125,1.0,1.0
218,27,13174,supports_refusal,0.0311279296875,0.0311279296875,0.0311279296875,0.0013427734375,1.0,1.0
219,5,14319,supports_refusal,0.03106689453125,0.03106689453125,0.03106689453125,0.00115966796875,1.0,1.0
220,24,10586,supports_refusal,0.0306396484375,0.0306396484375,0.0306396484375,0.0032958984375,1.0,1.0
221,21,10970,supports_refusal,0.03057861328125,0.03057861328125,0.03057861328125,0.01800537109375,1.0,1.0
222,31,12119,supports_refusal,0.03057861328125,0.03057861328125,0.03387451171875,0.03387451171875,0.5,0.5
223,31,8384,supports_refusal,0.0303955078125,0.0303955078125,0.0303955078125,0.0032958984375,1.0,1.0
224,31,2477,supports_refusal,0.0303955078125,0.0303955078125,0.0303955078125,0.0032958984375,1.0,1.0
225,26,6595,supports_refusal,0.0301513671875,0.0301513671875,0.0301513671875,0.0084228515625,1.0,1.0
226,29,7349,suppresses_refusal,-0.03009033203125,0.03009033203125,0.03009033203125,0.00360107421875,0.0,1.0
227,31,12862,suppresses_refusal,-0.03009033203125,0.03009033203125,0.03009033203125,0.00677490234375,0.0,1.0
228,30,10768,suppresses_refusal,-0.0299072265625,0.0299072265625,0.0299072265625,0.0040283203125,0.0,1.0
229,31,12156,suppresses_refusal,-0.02978515625,0.02978515625,0.02978515625,0.003173828125,0.0,1.0
230,16,1592,supports_refusal,0.029541015625,0.029541015625,0.029541015625,0.0029296875,1.0,1.0
231,30,3744,supports_refusal,0.02947998046875,0.02947998046875,0.02947998046875,0.01300048828125,1.0,1.0
232,30,11272,supports_refusal,0.0294189453125,0.0294189453125,0.0294189453125,0.0084228515625,1.0,1.0
233,31,855,suppresses_refusal,-0.029296875,0.029296875,0.029296875,0.00634765625,0.0,1.0
234,31,794,supports_refusal,0.02899169921875,0.02899169921875,0.02899169921875,0.00347900390625,1.0,1.0
235,20,1223,supports_refusal,0.02880859375,0.02880859375,0.02880859375,0.011962890625,1.0,1.0
236,31,13293,supports_refusal,0.02862548828125,0.02862548828125,0.02862548828125,0.00408935546875,1.0,1.0
237,31,3358,suppresses_refusal,-0.0284423828125,0.0284423828125,0.0284423828125,0.0057373046875,0.0,1.0
238,1,198,suppresses_refusal,-0.02838134765625,0.02838134765625,0.02838134765625,0.00604248046875,0.0,1.0
239,31,6614,suppresses_refusal,-0.0283203125,0.0283203125,0.0283203125,0.007080078125,0.0,1.0
240,27,3387,suppresses_refusal,-0.0283203125,0.0283203125,0.0283203125,0.005126953125,0.0,1.0
241,16,9699,suppresses_refusal,-0.02801513671875,0.02801513671875,0.02801513671875,0.01007080078125,0.0,1.0
242,31,181,suppresses_refusal,-0.0279541015625,0.0279541015625,0.0279541015625,0.0115966796875,0.0,1.0
243,4,14288,suppresses_refusal,-0.0279541015625,0.0279541015625,0.0279541015625,0.0076904296875,0.0,1.0
244,31,7506,supports_refusal,0.0279541015625,0.0279541015625,0.0279541015625,0.0003662109375,1.0,1.0
245,30,2927,supports_refusal,0.02789306640625,0.02789306640625,0.02789306640625,0.00384521484375,1.0,1.0
246,31,5099,supports_refusal,0.02777099609375,0.02777099609375,0.02777099609375,0.02374267578125,1.0,1.0
247,29,11498,suppresses_refusal,-0.027587890625,0.027587890625,0.027587890625,0.006103515625,0.0,1.0
248,18,8177,suppresses_refusal,-0.0274658203125,0.0274658203125,0.0274658203125,0.0086669921875,0.0,1.0
